filename,cam_position,label,split,pairkey
2025_Conforme_1_Cam_T_1_161.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_161.jpg
2025_Conforme_1_Cam_B_1_161.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_161.jpg
2025_Conforme_1_Cam_T_1_162.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_162.jpg
2025_Conforme_1_Cam_B_1_162.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_162.jpg
2025_Conforme_1_Cam_T_1_163.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_163.jpg
2025_Conforme_1_Cam_B_1_163.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_163.jpg
2025_Conforme_1_Cam_T_1_164.jpg,T,Conforme,test,2025_Conforme_1_Cam_X_1_164.jpg
2025_Conforme_1_Cam_B_1_164.jpg,B,Conforme,test,2025_Conforme_1_Cam_X_1_164.jpg
2025_Conforme_1_Cam_T_1_165.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_165.jpg
2025_Conforme_1_Cam_B_1_165.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_165.jpg
2025_Conforme_1_Cam_T_1_166.jpg,T,Conforme,val,2025_Conforme_1_Cam_X_1_166.jpg
2025_Conforme_1_Cam_B_1_166.jpg,B,Conforme,val,2025_Conforme_1_Cam_X_1_166.jpg
2025_Conforme_1_Cam_T_1_167.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_167.jpg
2025_Conforme_1_Cam_B_1_167.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_167.jpg
2025_Conforme_1_Cam_T_1_168.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_168.jpg
2025_Conforme_1_Cam_B_1_168.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_168.jpg
2025_Conforme_1_Cam_T_1_169.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_169.jpg
2025_Conforme_1_Cam_B_1_169.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_169.jpg
2025_Conforme_1_Cam_T_1_17.jpg,T,Vide,test,2025_Conforme_1_Cam_X_1_17.jpg
2025_Conforme_1_Cam_B_1_17.jpg,B,Vide,test,2025_Conforme_1_Cam_X_1_17.jpg
2025_Conforme_1_Cam_T_1_170.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_170.jpg
2025_Conforme_1_Cam_B_1_170.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_170.jpg
2025_Conforme_1_Cam_T_1_171.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_171.jpg
2025_Conforme_1_Cam_B_1_171.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_171.jpg
2025_Conforme_1_Cam_T_1_172.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_172.jpg
2025_Conforme_1_Cam_B_1_172.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_172.jpg
2025_Conforme_1_Cam_T_1_173.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_173.jpg
2025_Conforme_1_Cam_B_1_173.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_173.jpg
2025_Conforme_1_Cam_T_1_174.jpg,T,Conforme,val,2025_Conforme_1_Cam_X_1_174.jpg
2025_Conforme_1_Cam_B_1_174.jpg,B,Conforme,val,2025_Conforme_1_Cam_X_1_174.jpg
2025_Conforme_1_Cam_T_1_175.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_175.jpg
2025_Conforme_1_Cam_B_1_175.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_175.jpg
2025_Conforme_1_Cam_T_1_176.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_176.jpg
2025_Conforme_1_Cam_B_1_176.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_176.jpg
2025_Conforme_1_Cam_T_1_177.jpg,T,Conforme,test,2025_Conforme_1_Cam_X_1_177.jpg
2025_Conforme_1_Cam_B_1_177.jpg,B,Conforme,test,2025_Conforme_1_Cam_X_1_177.jpg
2025_Conforme_1_Cam_T_1_178.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_178.jpg
2025_Conforme_1_Cam_B_1_178.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_178.jpg
2025_Conforme_1_Cam_T_1_179.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_179.jpg
2025_Conforme_1_Cam_B_1_179.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_179.jpg
2025_Conforme_1_Cam_T_1_18.jpg,T,Vide,train,2025_Conforme_1_Cam_X_1_18.jpg
2025_Conforme_1_Cam_B_1_18.jpg,B,Vide,train,2025_Conforme_1_Cam_X_1_18.jpg
2025_Conforme_1_Cam_T_1_180.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_180.jpg
2025_Conforme_1_Cam_B_1_180.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_180.jpg
2025_Conforme_1_Cam_T_1_181.jpg,T,Conforme,test,2025_Conforme_1_Cam_X_1_181.jpg
2025_Conforme_1_Cam_B_1_181.jpg,B,Conforme,test,2025_Conforme_1_Cam_X_1_181.jpg
2025_Conforme_1_Cam_T_1_182.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_182.jpg
2025_Conforme_1_Cam_B_1_182.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_182.jpg
2025_Conforme_1_Cam_T_1_183.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_183.jpg
2025_Conforme_1_Cam_B_1_183.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_183.jpg
2025_Conforme_1_Cam_T_1_184.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_184.jpg
2025_Conforme_1_Cam_B_1_184.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_184.jpg
2025_Conforme_1_Cam_T_1_185.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_185.jpg
2025_Conforme_1_Cam_B_1_185.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_185.jpg
2025_Conforme_1_Cam_T_1_186.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_186.jpg
2025_Conforme_1_Cam_B_1_186.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_186.jpg
2025_Conforme_1_Cam_T_1_187.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_187.jpg
2025_Conforme_1_Cam_B_1_187.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_187.jpg
2025_Conforme_1_Cam_T_1_188.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_188.jpg
2025_Conforme_1_Cam_B_1_188.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_188.jpg
2025_Conforme_1_Cam_T_1_189.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_189.jpg
2025_Conforme_1_Cam_B_1_189.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_189.jpg
2025_Conforme_1_Cam_T_1_19.jpg,T,Vide,train,2025_Conforme_1_Cam_X_1_19.jpg
2025_Conforme_1_Cam_B_1_19.jpg,B,Vide,train,2025_Conforme_1_Cam_X_1_19.jpg
2025_Conforme_1_Cam_T_1_190.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_190.jpg
2025_Conforme_1_Cam_B_1_190.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_190.jpg
2025_Conforme_1_Cam_T_1_191.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_191.jpg
2025_Conforme_1_Cam_B_1_191.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_191.jpg
2025_Conforme_1_Cam_T_1_192.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_192.jpg
2025_Conforme_1_Cam_B_1_192.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_192.jpg
2025_Conforme_1_Cam_T_1_193.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_193.jpg
2025_Conforme_1_Cam_B_1_193.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_193.jpg
2025_Conforme_1_Cam_T_1_194.jpg,T,Conforme,val,2025_Conforme_1_Cam_X_1_194.jpg
2025_Conforme_1_Cam_B_1_194.jpg,B,Conforme,val,2025_Conforme_1_Cam_X_1_194.jpg
2025_Conforme_1_Cam_T_1_195.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_195.jpg
2025_Conforme_1_Cam_B_1_195.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_195.jpg
2025_Conforme_1_Cam_T_1_196.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_196.jpg
2025_Conforme_1_Cam_B_1_196.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_196.jpg
2025_Conforme_1_Cam_T_1_197.jpg,T,Conforme,val,2025_Conforme_1_Cam_X_1_197.jpg
2025_Conforme_1_Cam_B_1_197.jpg,B,Conforme,val,2025_Conforme_1_Cam_X_1_197.jpg
2025_Conforme_1_Cam_T_1_198.jpg,T,Conforme,test,2025_Conforme_1_Cam_X_1_198.jpg
2025_Conforme_1_Cam_B_1_198.jpg,B,Conforme,test,2025_Conforme_1_Cam_X_1_198.jpg
2025_Conforme_1_Cam_T_1_199.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_199.jpg
2025_Conforme_1_Cam_B_1_199.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_199.jpg
2025_Conforme_1_Cam_T_1_2.jpg,T,Vide,val,2025_Conforme_1_Cam_X_1_2.jpg
2025_Conforme_1_Cam_B_1_2.jpg,B,Vide,val,2025_Conforme_1_Cam_X_1_2.jpg
2025_Conforme_1_Cam_T_1_20.jpg,T,Vide,train,2025_Conforme_1_Cam_X_1_20.jpg
2025_Conforme_1_Cam_B_1_20.jpg,B,Vide,train,2025_Conforme_1_Cam_X_1_20.jpg
2025_Conforme_1_Cam_T_1_200.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_200.jpg
2025_Conforme_1_Cam_B_1_200.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_200.jpg
2025_Conforme_1_Cam_T_1_201.jpg,T,Conforme,test,2025_Conforme_1_Cam_X_1_201.jpg
2025_Conforme_1_Cam_B_1_201.jpg,B,Conforme,test,2025_Conforme_1_Cam_X_1_201.jpg
2025_Conforme_1_Cam_T_1_202.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_202.jpg
2025_Conforme_1_Cam_B_1_202.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_202.jpg
2025_Conforme_1_Cam_T_1_203.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_203.jpg
2025_Conforme_1_Cam_B_1_203.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_203.jpg
2025_Conforme_1_Cam_T_1_204.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_204.jpg
2025_Conforme_1_Cam_B_1_204.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_204.jpg
2025_Conforme_1_Cam_T_1_205.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_205.jpg
2025_Conforme_1_Cam_B_1_205.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_205.jpg
2025_Conforme_1_Cam_T_1_206.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_206.jpg
2025_Conforme_1_Cam_B_1_206.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_206.jpg
2025_Conforme_1_Cam_T_1_207.jpg,T,Conforme,test,2025_Conforme_1_Cam_X_1_207.jpg
2025_Conforme_1_Cam_B_1_207.jpg,B,Conforme,test,2025_Conforme_1_Cam_X_1_207.jpg
2025_Conforme_1_Cam_T_1_208.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_208.jpg
