filename,year,cam_position,cam_num,sample_num,label_filename,label_principal,multiple,chunk,mixed_quality,reviewed,labeled_by
2025_Conforme_1_Cam_B_1_116.jpg,2025,B,1,116,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_117.jpg,2025,B,1,117,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_118.jpg,2025,B,1,118,Conforme,Conforme,True,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_119.jpg,2025,B,1,119,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_12.jpg,2025,B,1,12,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_120.jpg,2025,B,1,120,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_121.jpg,2025,B,1,121,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_122.jpg,2025,B,1,122,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_123.jpg,2025,B,1,123,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_124.jpg,2025,B,1,124,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_125.jpg,2025,B,1,125,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_126.jpg,2025,B,1,126,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_127.jpg,2025,B,1,127,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_128.jpg,2025,B,1,128,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_129.jpg,2025,B,1,129,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_13.jpg,2025,B,1,13,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_130.jpg,2025,B,1,130,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_131.jpg,2025,B,1,131,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_132.jpg,2025,B,1,132,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_133.jpg,2025,B,1,133,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_134.jpg,2025,B,1,134,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_135.jpg,2025,B,1,135,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_136.jpg,2025,B,1,136,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_137.jpg,2025,B,1,137,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_138.jpg,2025,B,1,138,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_139.jpg,2025,B,1,139,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_14.jpg,2025,B,1,14,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_140.jpg,2025,B,1,140,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_141.jpg,2025,B,1,141,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_142.jpg,2025,B,1,142,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_143.jpg,2025,B,1,143,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_144.jpg,2025,B,1,144,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_145.jpg,2025,B,1,145,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_146.jpg,2025,B,1,146,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_147.jpg,2025,B,1,147,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_148.jpg,2025,B,1,148,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_149.jpg,2025,B,1,149,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_15.jpg,2025,B,1,15,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_150.jpg,2025,B,1,150,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_151.jpg,2025,B,1,151,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_152.jpg,2025,B,1,152,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_153.jpg,2025,B,1,153,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_154.jpg,2025,B,1,154,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_155.jpg,2025,B,1,155,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_156.jpg,2025,B,1,156,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_157.jpg,2025,B,1,157,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_158.jpg,2025,B,1,158,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_159.jpg,2025,B,1,159,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_16.jpg,2025,B,1,16,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_160.jpg,2025,B,1,160,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_161.jpg,2025,B,1,161,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_162.jpg,2025,B,1,162,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_163.jpg,2025,B,1,163,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_164.jpg,2025,B,1,164,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_165.jpg,2025,B,1,165,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_166.jpg,2025,B,1,166,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_167.jpg,2025,B,1,167,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_168.jpg,2025,B,1,168,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_169.jpg,2025,B,1,169,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_17.jpg,2025,B,1,17,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_170.jpg,2025,B,1,170,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_171.jpg,2025,B,1,171,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_172.jpg,2025,B,1,172,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_173.jpg,2025,B,1,173,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_174.jpg,2025,B,1,174,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_175.jpg,2025,B,1,175,Conforme,Conforme,True,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_176.jpg,2025,B,1,176,Conforme,Conforme,True,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_177.jpg,2025,B,1,177,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_178.jpg,2025,B,1,178,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_179.jpg,2025,B,1,179,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_18.jpg,2025,B,1,18,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_180.jpg,2025,B,1,180,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_181.jpg,2025,B,1,181,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_182.jpg,2025,B,1,182,Conforme,Conforme,True,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_183.jpg,2025,B,1,183,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_184.jpg,2025,B,1,184,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_185.jpg,2025,B,1,185,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_186.jpg,2025,B,1,186,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_187.jpg,2025,B,1,187,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_188.jpg,2025,B,1,188,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_189.jpg,2025,B,1,189,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_19.jpg,2025,B,1,19,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_190.jpg,2025,B,1,190,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_191.jpg,2025,B,1,191,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_192.jpg,2025,B,1,192,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_193.jpg,2025,B,1,193,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_194.jpg,2025,B,1,194,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_195.jpg,2025,B,1,195,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_196.jpg,2025,B,1,196,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_197.jpg,2025,B,1,197,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_198.jpg,2025,B,1,198,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_199.jpg,2025,B,1,199,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_2.jpg,2025,B,1,2,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_20.jpg,2025,B,1,20,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_200.jpg,2025,B,1,200,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_201.jpg,2025,B,1,201,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_202.jpg,2025,B,1,202,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_203.jpg,2025,B,1,203,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_204.jpg,2025,B,1,204,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_205.jpg,2025,B,1,205,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_206.jpg,2025,B,1,206,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_207.jpg,2025,B,1,207,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_208.jpg,2025,B,1,208,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_209.jpg,2025,B,1,209,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_21.jpg,2025,B,1,21,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_210.jpg,2025,B,1,210,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_211.jpg,2025,B,1,211,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_212.jpg,2025,B,1,212,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_213.jpg,2025,B,1,213,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_214.jpg,2025,B,1,214,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_215.jpg,2025,B,1,215,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_216.jpg,2025,B,1,216,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_217.jpg,2025,B,1,217,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_218.jpg,2025,B,1,218,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_219.jpg,2025,B,1,219,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_22.jpg,2025,B,1,22,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_220.jpg,2025,B,1,220,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_221.jpg,2025,B,1,221,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_222.jpg,2025,B,1,222,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_223.jpg,2025,B,1,223,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_224.jpg,2025,B,1,224,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_225.jpg,2025,B,1,225,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_226.jpg,2025,B,1,226,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_227.jpg,2025,B,1,227,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_228.jpg,2025,B,1,228,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_229.jpg,2025,B,1,229,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_23.jpg,2025,B,1,23,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_230.jpg,2025,B,1,230,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_231.jpg,2025,B,1,231,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_232.jpg,2025,B,1,232,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_233.jpg,2025,B,1,233,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_234.jpg,2025,B,1,234,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_235.jpg,2025,B,1,235,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_236.jpg,2025,B,1,236,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_237.jpg,2025,B,1,237,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_238.jpg,2025,B,1,238,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_239.jpg,2025,B,1,239,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_24.jpg,2025,B,1,24,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_240.jpg,2025,B,1,240,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_241.jpg,2025,B,1,241,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_242.jpg,2025,B,1,242,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_243.jpg,2025,B,1,243,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_244.jpg,2025,B,1,244,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_245.jpg,2025,B,1,245,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_246.jpg,2025,B,1,246,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_247.jpg,2025,B,1,247,Conforme,Conforme,True,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_248.jpg,2025,B,1,248,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_249.jpg,2025,B,1,249,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_25.jpg,2025,B,1,25,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_250.jpg,2025,B,1,250,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_251.jpg,2025,B,1,251,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_252.jpg,2025,B,1,252,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_253.jpg,2025,B,1,253,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_254.jpg,2025,B,1,254,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_255.jpg,2025,B,1,255,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_256.jpg,2025,B,1,256,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_257.jpg,2025,B,1,257,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_258.jpg,2025,B,1,258,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_259.jpg,2025,B,1,259,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_26.jpg,2025,B,1,26,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_260.jpg,2025,B,1,260,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_261.jpg,2025,B,1,261,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_262.jpg,2025,B,1,262,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_263.jpg,2025,B,1,263,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_264.jpg,2025,B,1,264,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_265.jpg,2025,B,1,265,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_266.jpg,2025,B,1,266,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_267.jpg,2025,B,1,267,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_268.jpg,2025,B,1,268,Conforme,Conforme,True,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_269.jpg,2025,B,1,269,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_27.jpg,2025,B,1,27,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_270.jpg,2025,B,1,270,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_271.jpg,2025,B,1,271,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_272.jpg,2025,B,1,272,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_273.jpg,2025,B,1,273,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_274.jpg,2025,B,1,274,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_275.jpg,2025,B,1,275,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_276.jpg,2025,B,1,276,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_277.jpg,2025,B,1,277,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_278.jpg,2025,B,1,278,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_279.jpg,2025,B,1,279,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_28.jpg,2025,B,1,28,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_280.jpg,2025,B,1,280,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_281.jpg,2025,B,1,281,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_282.jpg,2025,B,1,282,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_283.jpg,2025,B,1,283,Conforme,Conforme,True,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_284.jpg,2025,B,1,284,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_285.jpg,2025,B,1,285,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_286.jpg,2025,B,1,286,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_287.jpg,2025,B,1,287,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_288.jpg,2025,B,1,288,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_289.jpg,2025,B,1,289,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_29.jpg,2025,B,1,29,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_290.jpg,2025,B,1,290,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_291.jpg,2025,B,1,291,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_292.jpg,2025,B,1,292,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_293.jpg,2025,B,1,293,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_294.jpg,2025,B,1,294,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_295.jpg,2025,B,1,295,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_296.jpg,2025,B,1,296,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_297.jpg,2025,B,1,297,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_298.jpg,2025,B,1,298,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_299.jpg,2025,B,1,299,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_3.jpg,2025,B,1,3,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_30.jpg,2025,B,1,30,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_300.jpg,2025,B,1,300,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_301.jpg,2025,B,1,301,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_302.jpg,2025,B,1,302,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_303.jpg,2025,B,1,303,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_304.jpg,2025,B,1,304,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_305.jpg,2025,B,1,305,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_306.jpg,2025,B,1,306,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_307.jpg,2025,B,1,307,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_308.jpg,2025,B,1,308,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_309.jpg,2025,B,1,309,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_31.jpg,2025,B,1,31,Conforme,Vide,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_310.jpg,2025,B,1,310,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_311.jpg,2025,B,1,311,Conforme,Conforme,True,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_312.jpg,2025,B,1,312,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_313.jpg,2025,B,1,313,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_314.jpg,2025,B,1,314,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_315.jpg,2025,B,1,315,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_316.jpg,2025,B,1,316,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_317.jpg,2025,B,1,317,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_318.jpg,2025,B,1,318,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_319.jpg,2025,B,1,319,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_32.jpg,2025,B,1,32,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_320.jpg,2025,B,1,320,Conforme,Conforme,False,False,False,True,NicoG
2025_Conforme_1_Cam_B_1_321.jpg,2025,B,1,321,Conforme,Vide,False,False,False,True,NicoG
