pairkey,split,label_chestnut,year,cam_num,T_filename,B_filename,has_T,has_B,multiple,chunk
2025_Conforme_1_Cam_X_1_149.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_149.jpg,2025_Conforme_1_Cam_B_1_149.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_15.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_15.jpg,2025_Conforme_1_Cam_B_1_15.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_150.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_150.jpg,2025_Conforme_1_Cam_B_1_150.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_151.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_151.jpg,2025_Conforme_1_Cam_B_1_151.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_152.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_152.jpg,2025_Conforme_1_Cam_B_1_152.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_153.jpg,val,Conforme,2025,1,2025_Conforme_1_Cam_T_1_153.jpg,2025_Conforme_1_Cam_B_1_153.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_154.jpg,val,Conforme,2025,1,2025_Conforme_1_Cam_T_1_154.jpg,2025_Conforme_1_Cam_B_1_154.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_155.jpg,test,Conforme,2025,1,2025_Conforme_1_Cam_T_1_155.jpg,2025_Conforme_1_Cam_B_1_155.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_156.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_156.jpg,2025_Conforme_1_Cam_B_1_156.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_157.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_157.jpg,2025_Conforme_1_Cam_B_1_157.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_158.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_158.jpg,2025_Conforme_1_Cam_B_1_158.jpg,True,True,True,False
2025_Conforme_1_Cam_X_1_159.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_159.jpg,2025_Conforme_1_Cam_B_1_159.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_16.jpg,train,Vide,2025,1,2025_Conforme_1_Cam_T_1_16.jpg,2025_Conforme_1_Cam_B_1_16.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_160.jpg,val,Conforme,2025,1,2025_Conforme_1_Cam_T_1_160.jpg,2025_Conforme_1_Cam_B_1_160.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_161.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_161.jpg,2025_Conforme_1_Cam_B_1_161.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_162.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_162.jpg,2025_Conforme_1_Cam_B_1_162.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_163.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_163.jpg,2025_Conforme_1_Cam_B_1_163.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_164.jpg,test,Conforme,2025,1,2025_Conforme_1_Cam_T_1_164.jpg,2025_Conforme_1_Cam_B_1_164.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_165.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_165.jpg,2025_Conforme_1_Cam_B_1_165.jpg,True,True,True,False
2025_Conforme_1_Cam_X_1_166.jpg,val,Conforme,2025,1,2025_Conforme_1_Cam_T_1_166.jpg,2025_Conforme_1_Cam_B_1_166.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_167.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_167.jpg,2025_Conforme_1_Cam_B_1_167.jpg,True,True,True,False
2025_Conforme_1_Cam_X_1_168.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_168.jpg,2025_Conforme_1_Cam_B_1_168.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_169.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_169.jpg,2025_Conforme_1_Cam_B_1_169.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_17.jpg,test,Vide,2025,1,2025_Conforme_1_Cam_T_1_17.jpg,2025_Conforme_1_Cam_B_1_17.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_170.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_170.jpg,2025_Conforme_1_Cam_B_1_170.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_171.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_171.jpg,2025_Conforme_1_Cam_B_1_171.jpg,True,True,True,False
2025_Conforme_1_Cam_X_1_172.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_172.jpg,2025_Conforme_1_Cam_B_1_172.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_173.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_173.jpg,2025_Conforme_1_Cam_B_1_173.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_174.jpg,val,Conforme,2025,1,2025_Conforme_1_Cam_T_1_174.jpg,2025_Conforme_1_Cam_B_1_174.jpg,True,True,True,False
2025_Conforme_1_Cam_X_1_175.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_175.jpg,2025_Conforme_1_Cam_B_1_175.jpg,True,True,True,False
2025_Conforme_1_Cam_X_1_176.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_176.jpg,2025_Conforme_1_Cam_B_1_176.jpg,True,True,True,False
2025_Conforme_1_Cam_X_1_177.jpg,test,Conforme,2025,1,2025_Conforme_1_Cam_T_1_177.jpg,2025_Conforme_1_Cam_B_1_177.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_178.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_178.jpg,2025_Conforme_1_Cam_B_1_178.jpg,True,True,True,False
2025_Conforme_1_Cam_X_1_179.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_179.jpg,2025_Conforme_1_Cam_B_1_179.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_18.jpg,train,Vide,2025,1,2025_Conforme_1_Cam_T_1_18.jpg,2025_Conforme_1_Cam_B_1_18.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_180.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_180.jpg,2025_Conforme_1_Cam_B_1_180.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_181.jpg,test,Conforme,2025,1,2025_Conforme_1_Cam_T_1_181.jpg,2025_Conforme_1_Cam_B_1_181.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_182.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_182.jpg,2025_Conforme_1_Cam_B_1_182.jpg,True,True,True,False
2025_Conforme_1_Cam_X_1_183.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_183.jpg,2025_Conforme_1_Cam_B_1_183.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_184.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_184.jpg,2025_Conforme_1_Cam_B_1_184.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_185.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_185.jpg,2025_Conforme_1_Cam_B_1_185.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_186.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_186.jpg,2025_Conforme_1_Cam_B_1_186.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_187.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_187.jpg,2025_Conforme_1_Cam_B_1_187.jpg,True,True,True,False
2025_Conforme_1_Cam_X_1_188.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_188.jpg,2025_Conforme_1_Cam_B_1_188.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_189.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_189.jpg,2025_Conforme_1_Cam_B_1_189.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_19.jpg,train,Vide,2025,1,2025_Conforme_1_Cam_T_1_19.jpg,2025_Conforme_1_Cam_B_1_19.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_190.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_190.jpg,2025_Conforme_1_Cam_B_1_190.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_191.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_191.jpg,2025_Conforme_1_Cam_B_1_191.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_192.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_192.jpg,2025_Conforme_1_Cam_B_1_192.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_193.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_193.jpg,2025_Conforme_1_Cam_B_1_193.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_194.jpg,val,Conforme,2025,1,2025_Conforme_1_Cam_T_1_194.jpg,2025_Conforme_1_Cam_B_1_194.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_195.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_195.jpg,2025_Conforme_1_Cam_B_1_195.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_196.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_196.jpg,2025_Conforme_1_Cam_B_1_196.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_197.jpg,val,Conforme,2025,1,2025_Conforme_1_Cam_T_1_197.jpg,2025_Conforme_1_Cam_B_1_197.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_198.jpg,test,Conforme,2025,1,2025_Conforme_1_Cam_T_1_198.jpg,2025_Conforme_1_Cam_B_1_198.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_199.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_199.jpg,2025_Conforme_1_Cam_B_1_199.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_2.jpg,val,Vide,2025,1,2025_Conforme_1_Cam_T_1_2.jpg,2025_Conforme_1_Cam_B_1_2.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_20.jpg,train,Vide,2025,1,2025_Conforme_1_Cam_T_1_20.jpg,2025_Conforme_1_Cam_B_1_20.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_200.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_200.jpg,2025_Conforme_1_Cam_B_1_200.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_201.jpg,test,Conforme,2025,1,2025_Conforme_1_Cam_T_1_201.jpg,2025_Conforme_1_Cam_B_1_201.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_202.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_202.jpg,2025_Conforme_1_Cam_B_1_202.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_203.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_203.jpg,2025_Conforme_1_Cam_B_1_203.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_204.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_204.jpg,2025_Conforme_1_Cam_B_1_204.jpg,True,True,True,False
2025_Conforme_1_Cam_X_1_205.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_205.jpg,2025_Conforme_1_Cam_B_1_205.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_206.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_206.jpg,2025_Conforme_1_Cam_B_1_206.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_207.jpg,test,Conforme,2025,1,2025_Conforme_1_Cam_T_1_207.jpg,2025_Conforme_1_Cam_B_1_207.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_208.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_208.jpg,2025_Conforme_1_Cam_B_1_208.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_209.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_209.jpg,2025_Conforme_1_Cam_B_1_209.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_21.jpg,train,Vide,2025,1,2025_Conforme_1_Cam_T_1_21.jpg,2025_Conforme_1_Cam_B_1_21.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_210.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_210.jpg,2025_Conforme_1_Cam_B_1_210.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_211.jpg,train,Vide,2025,1,2025_Conforme_1_Cam_T_1_211.jpg,2025_Conforme_1_Cam_B_1_211.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_212.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_212.jpg,2025_Conforme_1_Cam_B_1_212.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_213.jpg,test,Vide,2025,1,2025_Conforme_1_Cam_T_1_213.jpg,2025_Conforme_1_Cam_B_1_213.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_214.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_214.jpg,2025_Conforme_1_Cam_B_1_214.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_215.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_215.jpg,2025_Conforme_1_Cam_B_1_215.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_216.jpg,test,Conforme,2025,1,2025_Conforme_1_Cam_T_1_216.jpg,2025_Conforme_1_Cam_B_1_216.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_217.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_217.jpg,2025_Conforme_1_Cam_B_1_217.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_218.jpg,val,Conforme,2025,1,2025_Conforme_1_Cam_T_1_218.jpg,2025_Conforme_1_Cam_B_1_218.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_219.jpg,test,Conforme,2025,1,2025_Conforme_1_Cam_T_1_219.jpg,2025_Conforme_1_Cam_B_1_219.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_22.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_22.jpg,2025_Conforme_1_Cam_B_1_22.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_220.jpg,val,Conforme,2025,1,2025_Conforme_1_Cam_T_1_220.jpg,2025_Conforme_1_Cam_B_1_220.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_221.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_221.jpg,2025_Conforme_1_Cam_B_1_221.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_222.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_222.jpg,2025_Conforme_1_Cam_B_1_222.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_223.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_223.jpg,2025_Conforme_1_Cam_B_1_223.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_224.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_224.jpg,2025_Conforme_1_Cam_B_1_224.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_225.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_225.jpg,2025_Conforme_1_Cam_B_1_225.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_226.jpg,val,Conforme,2025,1,2025_Conforme_1_Cam_T_1_226.jpg,2025_Conforme_1_Cam_B_1_226.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_227.jpg,val,Conforme,2025,1,2025_Conforme_1_Cam_T_1_227.jpg,2025_Conforme_1_Cam_B_1_227.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_228.jpg,val,Conforme,2025,1,2025_Conforme_1_Cam_T_1_228.jpg,2025_Conforme_1_Cam_B_1_228.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_229.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_229.jpg,2025_Conforme_1_Cam_B_1_229.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_23.jpg,train,Vide,2025,1,2025_Conforme_1_Cam_T_1_23.jpg,2025_Conforme_1_Cam_B_1_23.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_230.jpg,val,Conforme,2025,1,2025_Conforme_1_Cam_T_1_230.jpg,2025_Conforme_1_Cam_B_1_230.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_231.jpg,val,Conforme,2025,1,2025_Conforme_1_Cam_T_1_231.jpg,2025_Conforme_1_Cam_B_1_231.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_232.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_232.jpg,2025_Conforme_1_Cam_B_1_232.jpg,True,True,False,False
2025_Conforme_1_Cam_X_1_233.jpg,train,Conforme,2025,1,2025_Conforme_1_Cam_T_1_233.jpg,2025_Conforme_1_Cam_B_1_233.jpg,True,True,False,False
